"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-12";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"PALOMBI";"Olivier";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-14";False;"Université Sorbonne Paris Nord";"Universités, INSA et INP";"PALOMBI";"Olivier";"Villetaneuse";"Île-de-France";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-15";False;"Université de Paris XII (Val de Marne - Paris Est Créteil)";"Universités, INSA et INP";"PALOMBI";"Olivier";"Creteil Cedex";"Île-de-France";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-16";False;"Université Grenoble Alpes";"Universités, INSA et INP";"PALOMBI";"Olivier";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-13";False;"Université Paris-Saclay";"Universités, INSA et INP";"PALOMBI";"Olivier";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-18";False;"Université d'Orléans";"Universités, INSA et INP";"PALOMBI";"Olivier";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-19";False;"Université de Bordeaux";"Universités, INSA et INP";"PALOMBI";"Olivier";"Talence";"Nouvelle Aquitaine";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-20";False;"Université de Versailles Saint Quentin en Yvelines";"Universités, INSA et INP";"PALOMBI";"Olivier";"Versailles Cedex";"Île-de-France";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-21";False;"Université Bretagne Occidentale Brest";"Universités, INSA et INP";"PALOMBI";"Olivier";"Brest Cedex 3";"Bretagne";"France"
"ANR-21-FTAP-0002";2021;"FlexiSanté";"ANR-21-FTAP-0002-22";False;"Université de Poitiers";"Universités, INSA et INP";"PALOMBI";"Olivier";"Poitiers Cedex";"Nouvelle Aquitaine";"France"
"ANR-21-FTAP-0001";2021;"CoRPUS";"ANR-21-FTAP-0001-03";False;"Institut Catholique de Lille";"Autres écoles (privées)";"DEHOUX";"Esther";"Lille";"Hauts de France";"France"
"ANR-21-FTAP-0001";2021;"CoRPUS";"ANR-21-FTAP-0001-02";False;"Université Polytechnique Hauts-de-France";"Universités, INSA et INP";"DEHOUX";"Esther";"Valenciennes Cedex 9";"Hauts de France";"France"
"ANR-21-FTAP-0001";2021;"CoRPUS";"ANR-21-FTAP-0001-01";True;"Université de Lille";"Universités, INSA et INP";"DEHOUX";"Esther";"Lille";"Hauts de France";"France"
"ANR-21-F2II-0006";2021;"iCFREE";"ANR-21-F2II-0006-01";True;"INRAE Centre Ile-de-France - Jouy-en-Josas - Antony";"Organismes de type EPST";"FAULON";"Jean-Loup";"Jouy En Josas Cedex";"Île-de-France";"France"
"ANR-21-F2II-0005";2021;"PHAEOmAbs";"ANR-21-F2II-0005-01";True;"Université de Rouen";"Universités, INSA et INP";"BARDOR";"Muriel";"Mont Saint Aignan";"Normandie";"France"
"ANR-21-F2II-0004";2021;"GREEN-AAV";"ANR-21-F2II-0004-01";True;"Nantes Université";"Universités, INSA et INP";"";"";"Nantes Cedex 01";"Pays de la Loire";"France"
"ANR-21-F2II-0003";2021;"BiopRNA";"ANR-21-F2II-0003-01";True;"CNRS Centre Poitou Charentes (Orléans)";"Organismes de type EPST";"PICHON";"Chantal";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-21-F2II-0002";2021;"ASCENDING";"ANR-21-F2II-0002-01";True;"CNRS délégation Occitanie Ouest";"Organismes de type EPST";"PLANAT-BENARD";"Valérie";"Toulouse";"Occitanie";"France"
"ANR-21-F2II-0001";2021;"EVERETT";"ANR-21-F2II-0001-01";True;"Université Paris Cité";"Universités, INSA et INP";"";"";"Paris";"Île-de-France";"France"
"ANR-21-EXES-0015";2021;"Sorb'RISING";"ANR-21-EXES-0015-01";True;"Université de Paris I (Panthéon-Sorbonne)";"Universités, INSA et INP";"";"";"Paris Cedex 05";"Île-de-France";"France"
"ANR-21-EXES-0014";2021;"HARMI";"ANR-21-EXES-0014-01";True;"Comue Université Bourgogne Franche Comté";"COMUE Pôle de recherche et d'Enseignement supérieur";"PHILIPPOT";"Laurent";"Besançon";"Bourgogne-Franche-Comté";"France"
"ANR-21-EXES-0013";2021;"UP-SQUARED";"ANR-21-EXES-0013-01";True;"Université de Poitiers";"Universités, INSA et INP";"";"";"Poitiers Cedex";"Nouvelle Aquitaine";"France"
"ANR-21-EXES-0012";2021;"Mat-Light 4.0";"ANR-21-EXES-0012-01";True;"Université de Haute Alsace";"Universités, INSA et INP";"ROUCOULES";"Vincent";"Mulhouse";"Grand Est";"France"
"ANR-21-EXES-0011";2021;"IFSEA";"ANR-21-EXES-0011-01";True;"Université Littoral-Côte d'Opale";"Universités, INSA et INP";"AMARA";"Rachid";"Dunkerque CEDEX 1";"Hauts de France";"France"
"ANR-21-EXES-0010";2021;"ExceILR";"ANR-21-EXES-0010-01";True;"Université de La Rochelle";"Universités, INSA et INP";"";"";"La Rochelle";"Nouvelle Aquitaine";"France"
"ANR-21-EXES-0009";2021;"ERASME";"ANR-21-EXES-0009-01";True;"Université de Paris XII (Val de Marne - Paris Est Créteil)";"Universités, INSA et INP";"";"";"Creteil Cedex";"Île-de-France";"France"
"ANR-21-EXES-0008";2021;"CY Generations";"ANR-21-EXES-0008-01";True;"CY Cergy Paris Université";"Universités, INSA et INP";"";"";"Cergy Pontoise";"Île-de-France";"France"
"ANR-21-EXES-0007";2021;"CITY-FAB";"ANR-21-EXES-0007-01";True;"Université Gustave Eiffel";"Universités, INSA et INP";"";"";"Champs-sur-Marne";"Île-de-France";"France"
"ANR-21-EXES-0006";2021;"IREKIA";"ANR-21-EXES-0006-01";True;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"";"";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-21-EXES-0005";2021;"ExposUM";"ANR-21-EXES-0005-01";True;"CHU de Montpellier";"Organismes Médicaux (Hôpitaux)";"DELAPORTE";"ERIC";"Montpellier";"Occitanie";"France"
"ANR-21-EXES-0004";2021;"InnovationS";"ANR-21-EXES-0004-01";True;"Université de Bordeaux";"Universités, INSA et INP";"";"";"Talence";"Nouvelle Aquitaine";"France"
"ANR-21-EXES-0003";2021;"SPRINGBOARD";"ANR-21-EXES-0003-01";True;"Université Paris-Saclay";"Universités, INSA et INP";"";"";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-EXES-0002";2021;"FIRE-UP";"ANR-21-EXES-0002-01";True;"Université Paris Cité";"Universités, INSA et INP";"";"";"Paris";"Île-de-France";"France"
"ANR-21-EXES-0001";2021;"CISAM+";"ANR-21-EXES-0001-01";True;"Université d'Aix-Marseille";"Universités, INSA et INP";"";"";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-05";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"GAGNIER";"Pierre-Yves";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-02";False;"Université de Dijon Bourgogne";"Universités, INSA et INP";"GAGNIER";"Pierre-Yves";"Dijon";"Bourgogne-Franche-Comté";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-03";False;"Sorbonne Université";"Universités, INSA et INP";"GAGNIER";"Pierre-Yves";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-04";False;"IRD Marseille";"Organismes de type EPST";"GAGNIER";"Pierre-Yves";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-01";True;"Museum National D'Histoire Naturelle";"ENS et grands établissements";"GAGNIER";"Pierre-Yves";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-07";False;"Université de Montpellier";"Universités, INSA et INP";"GAGNIER";"Pierre-Yves";"Montpellier";"Occitanie";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-08";False;"Centre Informatique National de l'Enseignement Supérieur";"EPA, GIP, organismes avec autre statut";"GAGNIER";"Pierre-Yves";"Montpellier";"Occitanie";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-09";False;"Ecole Pratique des Hautes Etudes";"ENS et grands établissements";"GAGNIER";"Pierre-Yves";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-10";False;"CNRS Siège";"Organismes de type EPST";"GAGNIER";"Pierre-Yves";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0053";2021;"E-COL+";"ANR-21-ESRE-0053-06";False;"Conservatoire National des Arts et Métiers Paris";"Autres établissements (publics)";"GAGNIER";"Pierre-Yves";"Paris Cedex 03";"Île-de-France";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-04";False;"Institut Paoli Calmettes";"Etablissements de santé";"BARBRY";"Pascal";"Marseille 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-01";True;"Université Côte d'Azur";"Universités, INSA et INP";"BARBRY";"Pascal";"Nice cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-02";False;"Université d'Aix-Marseille";"Universités, INSA et INP";"BARBRY";"Pascal";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-03";False;"AP-H de Marseille";"Organismes Médicaux (Hôpitaux)";"BARBRY";"Pascal";"Marseille 5";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-06";False;"INSERM Délégation Provence-Alpes-Côte d'Azur et Corse";"Organismes de type EPST";"BARBRY";"Pascal";"Marseille Cedex 9";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-05";False;"CNRS Côte d'Azur (Valbonne)";"Organismes de type EPST";"BARBRY";"Pascal";"Valbonne";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-07";False;"INRAE Sophia Antipolis (Biot)";"Organismes de type EPST";"BARBRY";"Pascal";"Biot";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0052";2021;"4D-OMICS";"ANR-21-ESRE-0052-08";False;"Eurecom";"Entreprises Privées";"BARBRY";"Pascal";"Sophia Antipolis";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-05";False;"Université d'Orléans";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Orleans Cedex 2";"Centre-Val de Loire";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-09";False;"Université de Strasbourg";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Strasbourg Cedex";"Grand Est";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-08";False;"Université de Reims Champagne-Ardenne";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Reims Cedex";"Grand Est";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-07";False;"Université de Corse (Pascal Paoli)";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Corte";"Corse";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-06";False;"Université de Tours";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Tours Cedex 1";"Centre-Val de Loire";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-11";False;"Université Paris-Saclay";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-01";True;"Grand Equipement National De Calcul Intensif";"Entreprises Privées";"VOUETTE";"Marie-Hélène";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-04";False;"Comue Université Bourgogne Franche Comté";"COMUE Pôle de recherche et d'Enseignement supérieur";"VOUETTE";"Marie-Hélène";"Besançon";"Bourgogne-Franche-Comté";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-03";False;"Université Grenoble Alpes";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-02";False;"Université des Antilles";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Pointe A Pitre Cédex";"DOM/TOM";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-10";False;"Université de Lille";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Lille";"Hauts de France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-19";False;"Université d'Aix-Marseille";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-12";False;"CentralSupelec";"Autres établissements (publics)";"VOUETTE";"Marie-Hélène";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-18";False;"Université de Montpellier";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Montpellier";"Occitanie";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-22";False;"GIP NUEMRIQUE BRETAGNE";"EPA, GIP, organismes avec autre statut";"VOUETTE";"Marie-Hélène";"Rennes";"Bretagne";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-21";False;"Ecole Centrale de Nantes";"Grandes écoles publiques";"VOUETTE";"Marie-Hélène";"Nantes Cedex 3";"Pays de la Loire";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-20";False;"Université Côte d'Azur";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Nice cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-13";False;"Ecole Normale Supérieure de Paris-Saclay";"ENS et grands établissements";"VOUETTE";"Marie-Hélène";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-17";False;"Université Fédérale Toulouse Midi-Pyrénées";"COMUE Pôle de recherche et d'Enseignement supérieur";"VOUETTE";"Marie-Hélène";"Toulouse Cedex 6";"Occitanie";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-15";False;"Centre Régional Informatique et d'Applications Numériques de Normandie";"Associations";"VOUETTE";"Marie-Hélène";"Saint Etienne Du Rouvray";"Normandie";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-14";False;"Université Paris Sciences et Lettres";"Organismes de type EPST";"VOUETTE";"Marie-Hélène";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0051";2021;"MesoNET";"ANR-21-ESRE-0051-16";False;"Université de Bordeaux";"Universités, INSA et INP";"VOUETTE";"Marie-Hélène";"Talence";"Nouvelle Aquitaine";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-07";False;"Laboratoire de Recherche des Monuments Historiques";"Ministères";"DETALLE";"Vincent";"Champs Sur Marne";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-01";True;"Fondation des sciences du Patrimoine";"Fondations";"DETALLE";"Vincent";"Cergy-Pontoise";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-02";False;"CY Cergy Paris Université";"Universités, INSA et INP";"DETALLE";"Vincent";"Cergy Pontoise";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-03";False;"Université de Versailles Saint Quentin en Yvelines";"Universités, INSA et INP";"DETALLE";"Vincent";"Versailles Cedex";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-04";False;"CNRS Provence Corse (Marseille)";"Organismes de type EPST";"DETALLE";"Vincent";"Marseille Cedex 20";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-05";False;"Museum National D'Histoire Naturelle";"ENS et grands établissements";"DETALLE";"Vincent";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-06";False;"Centre Interdisciplinaire de Conservation et de Restauration du Patrimoine";"EPA, GIP, organismes avec autre statut";"DETALLE";"Vincent";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-09";False;"Institut National du Patrimoine";"Autres établissements (publics)";"DETALLE";"Vincent";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-08";False;"Université Paris-Saclay";"Universités, INSA et INP";"DETALLE";"Vincent";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-10";False;"Ecole Nationale des Chartes Paris";"ENS et grands établissements";"DETALLE";"Vincent";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-11";False;"Centre de Recherche et de Restauration des Musées de France";"Ministères";"DETALLE";"Vincent";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-13";False;"Université Paris Nanterre ( Ex Paris Ouest Nanterre La Défense )";"Universités, INSA et INP";"DETALLE";"Vincent";"Nanterre";"Île-de-France";"France"
"ANR-21-ESRE-0050";2021;"ESPADON - PATRIMEX+";"ANR-21-ESRE-0050-12";False;"CEA Saclay";"Organismes de Type EPIC";"DETALLE";"Vincent";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-21-ESRE-0049";2021;"PACIFICS";"ANR-21-ESRE-0049-02";False;"CEA Saclay";"Organismes de Type EPIC";"BOUSSON";"Sébastien";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-21-ESRE-0049";2021;"PACIFICS";"ANR-21-ESRE-0049-01";True;"CNRS IDF Sud (Gif)";"Organismes de type EPST";"BOUSSON";"Sébastien";"Gif Sur Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0049";2021;"PACIFICS";"ANR-21-ESRE-0049-04";False;"Université Grenoble Alpes";"Universités, INSA et INP";"BOUSSON";"Sébastien";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0049";2021;"PACIFICS";"ANR-21-ESRE-0049-03";False;"Université Paris-Saclay";"Universités, INSA et INP";"BOUSSON";"Sébastien";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-09";False;"Nantes Université";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Nantes Cedex 01";"Pays de la Loire";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-01";True;"CNRS IDF Sud (Gif)";"Organismes de type EPST";"VAN HELDEN";"Jacques";"Gif Sur Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-02";False;"INRAE Centre Siège";"Organismes de type EPST";"VAN HELDEN";"Jacques";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-03";False;"INSERM Paris 13";"Organismes de type EPST";"VAN HELDEN";"Jacques";"Paris Cedex 13";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-04";False;"CEA Paris";"Organismes de Type EPIC";"VAN HELDEN";"Jacques";"Paris 15";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-05";False;"CIRAD - Montpellier";"Organismes de Type EPIC";"VAN HELDEN";"Jacques";"Montpellier";"Occitanie";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-06";False;"Institut Pasteur";"Fondations";"VAN HELDEN";"Jacques";"Paris Cedex 15";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-08";False;"Université Paris Sciences et Lettres";"Organismes de type EPST";"VAN HELDEN";"Jacques";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-07";False;"Institut du Cerveau et de la Moelle Epinière";"Fondations";"VAN HELDEN";"Jacques";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-10";False;"Université de Rennes I";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Rennes Cedex";"Bretagne";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-11";False;"Université de Lille";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Lille";"Hauts de France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-12";False;"Sorbonne Université";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-13";False;"Université Paris Cité";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-14";False;"IRD Marseille";"Organismes de type EPST";"VAN HELDEN";"Jacques";"Marseille Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-15";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"VAN HELDEN";"Jacques";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0048";2021;"MuDIS4LS";"ANR-21-ESRE-0048-16";False;"Centre Informatique National de l'Enseignement Supérieur";"EPA, GIP, organismes avec autre statut";"VAN HELDEN";"Jacques";"Montpellier";"Occitanie";"France"
"ANR-21-ESRE-0047";2021;"HALiance";"ANR-21-ESRE-0047-03";False;"INRIA siège";"Organismes de type EPST";"FARGIER";"Nathalie";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-21-ESRE-0047";2021;"HALiance";"ANR-21-ESRE-0047-02";False;"INRAE Centre Siège";"Organismes de type EPST";"FARGIER";"Nathalie";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0047";2021;"HALiance";"ANR-21-ESRE-0047-01";True;"CNRS Rhône Auvergne (Villeurbanne)";"Organismes de type EPST";"FARGIER";"Nathalie";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-03";False;"CEA Saclay";"Organismes de Type EPIC";"KLAHOLZ";"Bruno";"Gif Sur Yvette Cedex";"Île-de-France";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-01";True;"CNRS Alsace (Strasbourg)";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Strasbourg";"Grand Est";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-02";False;"Synchrotron Soleil";"Entreprises Privées";"KLAHOLZ";"Bruno";"Gif Sur Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-04";False;"INSERM Délégation Est";"Organismes de type EPST";"KLAHOLZ";"Bruno";"Strasbourg Cedex 2";"Grand Est";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-05";False;"Université de Strasbourg";"Universités, INSA et INP";"KLAHOLZ";"Bruno";"Strasbourg Cedex";"Grand Est";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-06";False;"European Synchrotron Radiation Facility";"Entreprises Privées";"KLAHOLZ";"Bruno";"Grenoble";"Auvergne-Rhône-Alpes";"France"
"ANR-21-ESRE-0046";2021;"France-Cryo-EM";"ANR-21-ESRE-0046-07";False;"Université Paris-Saclay";"Universités, INSA et INP";"KLAHOLZ";"Bruno";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-21-ESRE-0045";2021;"COMMONS";"ANR-21-ESRE-0045-03";False;"Ecole des Hautes Etudes en Sciences Sociales";"ENS et grands établissements";"PELLEN";"Marie";"Paris";"Île-de-France";"France"
"ANR-21-ESRE-0045";2021;"COMMONS";"ANR-21-ESRE-0045-02";False;"Université d'Aix-Marseille";"Universités, INSA et INP";"PELLEN";"Marie";"Marseille";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0045";2021;"COMMONS";"ANR-21-ESRE-0045-01";True;"CNRS Provence Corse (Marseille)";"Organismes de type EPST";"PELLEN";"Marie";"Marseille Cedex 20";"Provence-Alpes-Côte d'Azur";"France"
"ANR-21-ESRE-0045";2021;"COMMONS";"ANR-21-ESRE-0045-04";False;"Université d'Avignon et Pays du Vaucluse";"Universités, INSA et INP";"PELLEN";"Marie";"Avignon Cedex 1";"Provence-Alpes-Côte d'Azur";"France"
