"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"123","Department of Secondary and Higher Education","Condition Monitoring and Performance Testing of Long-wall Powered Roof Supports","V.R. Sastry","Karnataka National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_22"
"124","Department of Secondary and Higher Education","Construction and Real-time 3D Visualization of Large Scale Geographic Virtual World","Anupam","Indian Institute of Information Technology"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_23"
"125","Department of Secondary and Higher Education","Design and Dev. of virtual FTNMR Spectrometer for laboratory course in Institutes and Universities","P.C. Mathias","Indian Institute of Science"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_24"
"126","Department of Secondary and Higher Education","Design and Development of an Electronic Patient Record (EPR) System","S. Dandapat","Indian Institute of Technology (G)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_25"
"127","Department of Secondary and Higher Education","Design and Performance Evaluation of Foil Bearing Configurations","K. Athre","Indian Institute of Technology (D)","Haus Khas",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_26"
"128","Department of Secondary and Higher Education","Design of Aircraft Power Supplies using Soft-switched Inverters","K. Mahapatra","National Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_27"
"129","Department of Secondary and Higher Education","Design of an Automated Networked Decision-Making system for Research and Training in Large Scale Military Campaign Management","D. Ghose","Indian Institute of Science"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_28"
"130","Department of Secondary and Higher Education","Design of Five-Speed Automated Manual Transmission for a Mid-sized Car","S.K. Kakoti","Indian Institute of Technology (G)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_29"
"131","Department of Secondary and Higher Education","Design of Power Efficient Caches for Superscalar Processors","P. Chandran","National Institute of Technology (C )"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_30"
"132","Department of Secondary and Higher Education","Design, Fabrication and Characterization of Micro-Structured Surfaces for Enhancement of boiling heat Transfer","P.K. Das","Indian Institute of Technology (Kh)"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_31"
"133","Department of Secondary and Higher Education","Designing a HTML format and providing a blank frame for incorporation in the website of each centrally funded institution"," ","Indian Institute of Technology (K)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_32"
"134","Department of Secondary and Higher Education","Development and analysis of algorithms for face detection tracking and coding for videophones and video conferencing applications","S. Sengupta","Indian Institute of Technology (Kh)"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_33"
"135","Department of Secondary and Higher Education","Development and Characterization of nano materials as fillers in polymer Composites","S.K. Srivastava","Indian Institute of Technology (Kh)"," ",2000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_34"
"136","Department of Secondary and Higher Education","Development of a Mixture Injection System for improved performance and reduced emissions in two stroke SI Engines","A. Ramesh","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_35"
"137","Department of Secondary and Higher Education","Development of A Re-configurable Manufacturing System (RMS) framework using autonomous and cooperative agent-based technology","P.K. Jain","Indian Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_36"
"138","Department of Secondary and Higher Education","Development of a wire-cut Electro-chemical Discharge Machining (WECDM) System and conducting experimental investigations into the machining of non-conductive ceramics and composites for better machining performance","A. Puri","North Eastern Regional Institute of Science & Technology","Nirjuli",1400000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_37"
"139","Department of Secondary and Higher Education","Development of an Open API Signaling System & Protocol Stack","S. Kar","Indian Institute of Technology (D)","Haus Khas",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_38"
"140","Department of Secondary and Higher Education","Development of briefcase Satphone Terminal Antennas","S.N. Sinha","Indian Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_39"
"141","Department of Secondary and Higher Education","Development of Decision Support System for Peak Demand Planning and Management","S. Ashok","National Institute of Technology (C )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_40"
"142","Department of Secondary and Higher Education","Development of Design procedure for reinforced flexible pavement","P. Kumar","Indian Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_41"
"143","Department of Secondary and Higher Education","Development of Efficient UV Laser Source for Laser induced Fluorescence Study of Malignant Tissues","P.K. Dutta","Indian Institute of Technology (Kh)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_42"
"144","Department of Secondary and Higher Education","Development of FE Models for Human Body parts for Impact Simulation","S. Mukherjee","Indian Institute of Technology (D)","Haus Khas",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_43"
"145","Department of Secondary and Higher Education","Development of Opto-Mechatronics System for Stress Analysis and Identification of Defects in Components","R. Kumar","Sant Longowal Institute of Engineering & Technology"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_44"
"146","Department of Secondary and Higher Education","Devlopment of the Model for Assessment of Blast Induced Damage/Hazards and Formulation of Design Guidelines for Controlled Dragline Blasts in Indian Coal Measure Rocks","A.K. Mishra","Indian School of Mines"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_45"
"147","Department of Secondary and Higher Education","Dielectric Relaxation Studies in Liquid Crystal Dimers","P.R. Alapati","North Eastern Regional Institute of Science & Technology","Nirjuli",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_46"
"148","Department of Secondary and Higher Education","Drivers of Technological Innovations in the National Innovation System","K. Jain","Indian Institute of Technology (B)","Powai",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_47"
"149","Department of Secondary and Higher Education","DSP Based Controllers for Three Phase Induction Motor Drives","B. Singh","Indian Institute of Technology (D)","Haus Khas",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_48"
"150","Department of Secondary and Higher Education","Electro-Remediation of Heavy Metal Contaminated Soil: Pilot-Scale Studies for Technology Development","R. Shekhar","Indian Institute of Technology (K)"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_49"
"151","Department of Secondary and Higher Education","Energy Efficiency Appraisal: Impact of Micro-climatic Conditions on the Thermal Comfort in Built Environment","S.R. Babu","Regional Engineering College"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_50"
"152","Department of Secondary and Higher Education","Entrepreneurship and Management Development and Research Centre","I.K. Chopde","Visvesvaraya National Institute of Technology"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_51"
"153","Department of Secondary and Higher Education","Establishing a Centre for Strategic Research & Information Network on India's global Competitiveness & WTO System","P. Rameshan","Indian Institute of Management (K)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_52"
"154","Department of Secondary and Higher Education","Ethical Issues in the use of Information Technology; Role of individual and social factors","K.T. Bhal","Indian Institute of Technology (D)","Haus Khas",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_53"
"155","Department of Secondary and Higher Education","Exhaust Emission Reduction from Internal Combustion Engines","A.K. Agarwal","Indian Institute of Technology (K)"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_54"
"156","Department of Secondary and Higher Education","Genomic and proteomic studies of Aspergillums oryzae and aspergillums flavus exhibiting microbial lipase enzyme secretion","S.C. Tiwari","North Eastern Regional Institute of Science & Technology","Nirjuli",1100000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_55"
"157","Department of Secondary and Higher Education","High Performance Composite Fibres from Nanoclay Reinforced Polymers","M. Joshi","Indian Institute of Technology (D)","Haus Khas",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_56"
"158","Department of Secondary and Higher Education","High Performance Organization: Impact of organizational Strategies, Design, Culture and HR Practices","S. Singh","Indian Institute of Management (L)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_57"
"159","Department of Secondary and Higher Education","High Quality Low Cost Ferrocement Housing","V.R. Murty","National Institute of Technology (W)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_58"
"160","Department of Secondary and Higher Education","Hybrid Decision Making Tool for Intelligent Manufacturing","S. Kumanan","Regional Engineering College"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_59"
"161","Department of Secondary and Higher Education","Hydrodynamic Design Optimisation of Axial Flow Hydrolic Terbine Runner","V. Prasad","Maulana Azad National Institute of Technology"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_60"
"162","Department of Secondary and Higher Education","Identification and Control of Nonlinear Chemical Processes using Recurrent Neural Networks","T.K. Radhakrishnan","Regional Engineering College"," ",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_61"
"163","Department of Secondary and Higher Education","Imaging of Biological Tissue Using Diffuse Light","H. Wanare","Indian Institute of Technology (K)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_62"
"164","Department of Secondary and Higher Education","Impact Assessment studies of the Mines in the Vidarbha Region of Maharashtra using Multidate, Multisensor Remote Sensing Data","Y.B. Katpatal","Visvesvaraya National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_63"
"165","Department of Secondary and Higher Education","Implementation of Multirate Systems and Filter Banks using FPGAs","E. Elias","National Institute of Technology (C )"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_64"
"166","Department of Secondary and Higher Education","Improved Decoders for Turbo Codes","J. D'souza","Karnataka National Institute of Technology"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_65"
"167","Department of Secondary and Higher Education","Improvement in Performance of Bioreactors Employing Recombinant Organisms using the Liquid Phase Oxygen Supply (LPOS) Strategy","G.K.S. Kumar","Indian Institute of Technology (B)","Powai",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_66"
"168","Department of Secondary and Higher Education","Indoor Mobile Communications","S. Prasad","Indian Institute of Technology (D)","Haus Khas",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_67"
"169","Department of Secondary and Higher Education","Industrial Applications of Shock Waves","G. Jagadeesh","Indian Institute of Science"," ",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_68"
"170","Department of Secondary and Higher Education","Interactions of Water-Suluble Hydrophobically Modified Polymers with Surfactants; Fluorescence and Light Scattering Studies","J. Dey","Indian Institute of Technology (Kh)"," ",1300000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_69"
"171","Department of Secondary and Higher Education","Investigation into Cultural/Behavioral Dimension of Thermal Comfort in Naturally Ventailated Buildings under Hot and Humid Conditions, with Simultaneous Monitoring of Heat Transfer Through the Building Envelope","S. Tadepalli","Regional Engineering College"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_70"
"172","Department of Secondary and Higher Education","Investigation of Ion Translocation in Chloroplast Thylakoids and Validation of Nath's Torsional Mechanism of Energy Transduction and   ATP Synthesis","S. Nath","Indian Institute of Technology (D)","Haus Khas",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_71"
"173","Department of Secondary and Higher Education","Investigation of the onset of acoustic instability in turbulent combustion system","S.R. Chakravarthy","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_72"
"174","Department of Secondary and Higher Education","Investigations on custom power quality","S.P. Jain","National Institute of Technology (K)"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_73"
"175","Department of Secondary and Higher Education","Investigations on High Subsonic Impulse and Reaction Turbine Cascades","M. Govardhan","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_74"
"176","Department of Secondary and Higher Education","Ion Conducting Polymer/Gel Electrolytes for their application in Rechargeable Sodium Batteries","S.A. Hashmi","North Eastern Regional Institute of Science & Technology","Nirjuli",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_75"
"177","Department of Secondary and Higher Education","Landslide Hazard Zonation & Mitigation measures for Kullu-Leh Area of Himalayas","R.K. Sharma","National Institute of Technology (H )"," ",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_76"
"178","Department of Secondary and Higher Education","Landslide Zonation of Dikrong River Basin using Remote Sensing and Geographic Information System","A. Pandey","North Eastern Regional Institute of Science & Technology","Nirjuli",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_77"
"179","Department of Secondary and Higher Education","Langmuir Blodgett (LB) and Spin Coated (SC) Polymeric Thin Films: (Preparation, Characterization and Technological Application)","S. Panigrahi","National Institute of Technology (R )"," ",1300000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_78"
"180","Department of Secondary and Higher Education","Life Enhancement Through Surface Engineering of Ti-6AI-4V under Fretting Fatigue Conditions","S.G.S. Raman","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_79"
"181","Department of Secondary and Higher Education","Linear and nonlinear optical properties of conducting polymers","P.K. Das","Indian Institute of Science"," ",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_80"
"182","Department of Secondary and Higher Education","Linear ion Trap Mass Spectrometer","A.G. Menon","Indian Institute of Science"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_81"
"183","Department of Secondary and Higher Education","Magneto Rheological Fluid Damper - a semi-active vibration control for vehicular vibration","K.V. Gangadharan","Karnataka National Institute of Technology"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_82"
"184","Department of Secondary and Higher Education","Measurement of Refractive Index of Turbid Suspensions: Design of A Refractometer Using Optical Fiber as Sensor","P.G. Bhaya","Indian Institute of Technology (K)"," ",300000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_83"
"185","Department of Secondary and Higher Education","Methodology and Tools for Automated performance: Analysis of Distributed System","V. Apte","Indian Institute of Technology (B)","Powai",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_84"
"186","Department of Secondary and Higher Education","Microscopic Observation of Wetting Dynamics over Porous and Partyiculate Solids","A.P. Deshpande","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_85"
"187","Department of Secondary and Higher Education","Middleware for building Mobile Agent based Distributed Applications","A. Gupta","Indian Institute of Technology (Kh)"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_86"
"188","Department of Secondary and Higher Education","Migmatite Petrogenesis and Leucogranite Generation during Himalayan Collision","S. Singh","Indian Institute of Technology (R )"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_87"
"189","Department of Secondary and Higher Education","Modeling and Control of Smart Structures Using Multisensor Data Fusion","M. Umapathy","Regional Engineering College"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_88"
"190","Department of Secondary and Higher Education","Modeling Mixed Traffic Flow on Urban Roads and Development of Capacity Standards","V.T. Arasan","Indian Institute of Technology (M)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_89"
"191","Department of Secondary and Higher Education","Molecular Cloning and analysis of Antheraea mylitta cytoplasmic polyhedrosis virus RNA dependent RNA Polymerasae","A.K. Ghosh","Indian Institute of Technology (Kh)"," ",1600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_90"
"192","Department of Secondary and Higher Education","Molecular Interactions in Ionomer and Polyelectrolyte Solutions","D.K. Bhat","Karnataka National Institute of Technology"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_91"
"193","Department of Secondary and Higher Education","Multi Agent Modeling of Information and Communication Technology Diffusion in the Rural and Non-Organised Secter","R. De","Indian Institute of Management (B)"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_92"
"194","Department of Secondary and Higher Education","Multi purpose Embedded systems platform Development","S.K. Sinha","Indian Institute of Science"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_93"
"195","Department of Secondary and Higher Education","Nanoparticles as bio active agents: extension of Bhasma concept in veterinary application","A.K. Suresh","Indian Institute of Technology (B)","Powai",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_94"
"196","Department of Secondary and Higher Education","Natural Language (Indian) and Voice Enabled Communication Systems for the Physically Challanged","A. Basu","Indian Institute of Technology (Kh)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_95"
"197","Department of Secondary and Higher Education","Near-shore Processes Information Systems for Mangalore Coast - ARS & GIS Approach","G.S. Dwarakish","Karnataka National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_96"
"198","Department of Secondary and Higher Education","Neural Network based receiver design for wireless communications as a pattern classification problem","M.A. Hussain","North Eastern Regional Institute of Science & Technology","Nrjuli",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_97"
"199","Department of Secondary and Higher Education","Non Linear Mathematical Modeling of the Cardiovascular System","K.V. Manjula","Karnataka National Institute of Technology"," ",300000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_98"
"200","Department of Secondary and Higher Education","Novel Hybrid Polymers as Supports for Heterogeneous Catalysis","V. Chandrasekhar","Indian Institute of Technology (K)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_99"
"201","Department of Secondary and Higher Education","Passive Control of Seismic Response of Elevated Water Tanks","O.R. Jaiswal","Visvesvaraya National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_100"
"202","Department of Secondary and Higher Education","Pattern Tooling and Quality Optimization of Investment Castings","P. Kumar","Indian Institute of Technology (R )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_101"
"203","Department of Secondary and Higher Education","Performance of Semiconductor Devices under Temperature, Humidity & Radiation Environments","V. Agarwal","Indian Institute of Technology (B)","Powai",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_102"
"204","Department of Secondary and Higher Education","Perspective of Rainwater Harvesting in Drought Prone Region of Madhya Pradesh","D. Khare","Indian Institute of Technology (R )"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_103"
"205","Department of Secondary and Higher Education","Photo assisted oxidative detoxification of pollutants and design of photochemical reactor for treatment industrial effluents","D. Sud","Sant Longowal Institute of Engineering & Technology"," ",1100000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_104"
"206","Department of Secondary and Higher Education","Planning Studies for Distributed Generation","S.V. Kulkarni","Indian Institute of Technology (B)","Powai",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_105"
"207","Department of Secondary and Higher Education","Power Quality Improvement using Static Compensators","M.K. Mishra","Visvesvaraya National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_106"
"208","Department of Secondary and Higher Education","Protein Folding: Looking for Residual Structures in Denatured Proteins","R. Swaminathan","Indian Institute of Technology (G)"," ",1400000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_107"
"209","Department of Secondary and Higher Education","Reliability of Restructred Power Systems","R.B. Mishra","Indian Institute of Technology (Kh)"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_108"
"210","Department of Secondary and Higher Education","Restructuring-Automation and Quality Power : Scope and Solution for Indian Power Sector","N.P. Padhy","Indian Institute of Technology (R )"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_109"
"211","Department of Secondary and Higher Education","Scheduling and Load Balancing for Cluster Computing Systems","B.S. Panda","Indian Institute of Technology (D)","Haus Khas",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_110"
"212","Department of Secondary and Higher Education","Seismic Performance of Buildings Designed to Indian Codes","A.P. Shashikala","National Institute of Technology (C )"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_111"
"213","Department of Secondary and Higher Education","Seismic Safety of Masonry Infilled  RC Framed Buildings","D.K. Paul","Indian Institute of Technology (R )"," ",1300000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_112"
"214","Department of Secondary and Higher Education","Six-DOF Parallel Manipulator for Machine Tool Applications","B. Dasgupta","Indian Institute of Technology (K)"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_113"
"215","Department of Secondary and Higher Education","Spintronics in Nanostructured Junctions of Magnetic Thin films","R.C. Budhani","Indian Institute of Technology (K)"," ",1200000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_114"
"216","Department of Secondary and Higher Education","Studies on Bio-Diesel using Esters of Coconut Oil and Sunflower Oil as Fuel for Diesel Engine and Emission Control","P. Mohanan","Karnataka National Institute of Technology"," ",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_115"
"217","Department of Secondary and Higher Education","Studies on emulsion liquid membrane Extraction","K.M.M.S. Begum","Regional Engineering College"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_116"
"218","Department of Secondary and Higher Education","Studies on hydroulic jumps forming at the toe of the stepped spillway","P.D. Porey","Visvesvaraya National Institute of Technology"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_117"
"219","Department of Secondary and Higher Education","Studies on Nondestructive Microstructure Control of Al-Si Alloys","K.N. Prabhu","Karnataka National Institute of Technology"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_118"
"220","Department of Secondary and Higher Education","Studies on Seismic Behaviour of Buildings with Soft First Storey based on Pseudo-Dynamic Testing","S.K. Deb","Indian Institute of Technology (G)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_119"
"221","Department of Secondary and Higher Education","Studies on Sintering Behaviour of Nano Crystalline W-Ni-Fe Composite Powders produced by Mechanical Alloying","T.S. Rao","Regional Engineering College"," ",900000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_120"
"222","Department of Secondary and Higher Education","Study and Analysis of Thermal behaviour of houses in a Mass housing scheme at Bhopal","R. Jain","Maulana Azad National Institute of Technology"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_121"
"223","Department of Secondary and Higher Education","Study of continuous time estimation and control using delta operator","P. Sarkar","North Eastern Regional Institute of Science & Technology","Nirjuli",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_122"
"224","Department of Secondary and Higher Education","Study of different control schemes for robots","M.K. Soni","National Institute of Technology (K)"," ",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_123"
"225","Department of Secondary and Higher Education","Synthesis and Characterization of nanopolymer (Low Density Polyethylene)","K.K. Kar","Indian Institute of Technology (K)"," ",1500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_124"
"226","Department of Secondary and Higher Education","Synthesis of low power high performance VLSI circuits at logic level","D. Samanta","North Eastern Regional Institute of Science & Technology","Nirjuli",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_125"
"227","Department of Secondary and Higher Education","Techniques for Sustainable Development of Mountain Settlements","M. Dhote","School of Planning & Architecture","I.P.State",500000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_126"
"228","Department of Secondary and Higher Education","The Evaluation of Supply Chain Management Practices in Indian Industry","N. Agarwal","Indian Institute of Management (I)"," ",700000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_127"
"229","Department of Secondary and Higher Education","Theoretical and Experimental Investigations on Performance influencing Parameters of Industrial Air Compressors","M. Udayakumar","Regional Engineering College"," ",600000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_128"
"230","Department of Secondary and Higher Education","Toward Best practices in E-Governance","M.P. Gupta","Indian Institute of Technology (D)","Hauz Khas",800000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_129"
"231","Department of Secondary and Higher Education","Tracking Environmental Change and Human Impact in the Ganga Plains","R. Sinha","Indian Institute of Technology (K)"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_130"
"232","Department of Secondary and Higher Education","Unified power flow controller (UPFC) for enhanced utilization and control of the existing power transmission system","C. Nagamani","Regional Engineering College"," ",1000000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_131"
"233","Department of Secondary and Higher Education","Universal Design: A Barrier free Approach for all categories of the Disabled","S.Y. Kulkarni","Indian Institute of Technology (R )"," ",1100000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_132"
"234","Department of Secondary and Higher Education","Wear Estimation in the Joints of Mechanism using Artificial neutral network approach","A.M. Kuthe","Visvesvaraya National Institute of Technology"," ",400000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_133"
"235","Department of Secondary and Higher Education","Wind Disaster Mitigation studies related to Chimney & Tall Buildings","K. Kumar","Indian Institute of Technology (R )"," ",1100000,42,"2002-03","DOSHE","Indian Rupees","Months","DOSHE_2002-03_134"
"236","Department of Secondary and Higher Education","Solving the Fundamental Problem of Protein Misfolding and Aggregation During Over expression of Proteins in Escherichia COLI Cells","T.K. Chaudhuri","Indian Institute of Technology (D)","Hauz Khas",1500000,42,"2003-04","DOSHE","Indian Rupees","Months","DOSHE_2003-04_1"
"237","Department of Secondary and Higher Education","High Performance Permanent Magnet Brushless DC Motors","K.R. Rajagopal","Indian Institute of Technology (D)","Hauz Khas",800000,42,"2003-04","DOSHE","Indian Rupees","Months","DOSHE_2003-04_2"
"238","Department of Secondary and Higher Education","Application of Generalised Impedance Controller in Voltage and Frequency Control of Brushless Generator","J.K. Chatterjee","Indian Institute of Technology (D)","Hauz Khas",800000,42,"2003-04","DOSHE","Indian Rupees","Months","DOSHE_2003-04_3"
"239","Department of Secondary and Higher Education","Obtaining low speed impact properties of soft-tissues","A. Chawla","Indian Institute of Technology (D)","Hauz Khas",1100000,42,"2003-04","DOSHE","Indian Rupees","Months","DOSHE_2003-04_4"
"240","Department of Secondary and Higher Education","Injection Molding of Long Fibre Reinforced Thermoplastic Composites","N. Bhatnagar","Indian Institute of Technology (D)","Hauz Khas",1000000,42,"2003-04","DOSHE","Indian Rupees","Months","DOSHE_2003-04_5"
