NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR ,MONTO
SUKARNE AGROINDUSTRIAL SA DE CV,EFECTOS DEL ESTRES CALORICO EN LA PRODUCTIVIDAD DE GANADO DE ENGORDA: MODELO PREDICTIVO Y ESTRATEGIAS DE MITIGACION.,AGROINDUSTRIAL,11667131
LABORATORIOS QUIVER SA DE CV,DESARROLLO DE FERTILIZANTES LIQUIDOS DE ALTA EFICIENCIA GENERADOS A PARTIR DE NUTRIENTES MINERALES  ENCAPSULADOS APLICADOS PARA EL ENRIQUECIMIENTO DE  SUELOS AGRICOLAS MEXICANOS.,AGROINDUSTRIAL,1765512
MEXI FOOD SA DE CV,PROCESO PARA RECUPERAR PROTEINAS DE EXOESQUELETOS DE JAIBA Y SUS DERIVADOS,BIOTECNOLOGIA,5695623.75
RQPORTILLO FIRM SA DE CV,MODELOS Y METODOS INTELIGENTES PARA RESOLVER PROBLEMAS DE RANKING MULTICRITERIO DE TAMANO MEDIANO,TECNOLOGIAS DE LA INFORMACION,1922786
AGROINTER SA DE CV,DESARROLLO DE UN PAQUETE TECNOLOGICO PARA EL MANEJO INTEGRAL DE NEMATODOS FITOPATOGENOS EN EL CULTIVO DE TOMATE,AGROINDUSTRIAL,2072760
AERO OWEN SA DE CV,"SISTEMA PARA DESARROLLAR E INTEGRAR LA CALIDAD, EFICIENCIA, SEGURIDAD OPERATIVA Y DE SERVICIO DE LA AEROLINEA AERO OWEN PARA GENERACION DE VALOR EN LA REGION.",TECNOLOGIAS DE LA INFORMACION,5967753
INDUSTRIAS VEPINSA SA DE CV,"MODELO DE BIONEGOCIO SUSTENTADO EN LA INTEGRACION DE NUEVOS RECURSOS NATURALES, PROCESOS ESCALADOS Y REQUISITOS NORMATIVOS  PARA LA PRODUCCION TRAZABLE  DE PIGMENTOS NATURALES FUNCIONALES INOCUOS PARA EL MERCADO EUROPEO",AGROINDUSTRIAL,6300000
SINQUIMICA SA DE CV,DESARROLLO DE UN SUSTRATO PARA LA PRODUCCION EN ESCALA PILOTO DE ESPORAS DE UNA CEPA COMERCIAL DE METARHIZIUM.,AGROINDUSTRIAL,605669
METALMEC SA DE CV,CONSTRUCCION DE PROTOTIPO DE TIMON FLAP PARA VALIDACION DEL DISENO COMO SISTEMA DE GOBIERNO PRINCIPAL EN EMBARCACIONES DE AGUAS CONTINENTALES.,METALMECANICA,2477075
FUNDICIONES RICE SA DE CV,INVESTIGACION Y DESARROLLO DE LA INGENIERIA APLICADA DE SISTEMAS DE HELICE DE PASO CONTROLABLE PARA LA ENTRADA A LA INDUSTRIA GLOBAL DEL POSICIONAMIENTO DINAMICO.,METALMECANICA,1505434
INDUSTRIAL MINERA MEXICO SA DE CV,DESARROLLO DE ADHESIVOS NOVEDOSOS DE APLICACION EN LA INDUSTRIA MINERO-METALURGICA,METALURGIA,2023013
PRECISA SCIENCE SA DE CV,PAQUETE PARA LA IDENTIFICACION CASERA DE VIH EN MUESTRAS SALIVALES UTILIZANDO TECNOLOGIA GENETICA (DETECTAHIV): ETAPA 3,SALUD,9777975
MAQUINADOS INDUSTRIALES AYALA SA DE CV,LABORATORIO DE PROTOTIPADO DE VENAS DE ENFRIAMIENTO PARA ALABES DE TURBOMOTORES DE REACCION MEDIANTE LA APLICACION DE ELECTROEROSION POR PENETRACION.,METALMECANICA,4050994
INCATROM SA DE CV,LABORATORIO DE PROTOTIPADO DE SILENCIADOR DE ESCAPE (EXHAUST)  PARA LA REDUCCION DE RUIDO PARA APLICACIONES AERONAUTICAS Y AUTOMOTRICES CON  RECUBRIMIENTO PVD (DEPOSICION FISICA DE VAPOR) EN SU MODALIDAD DE ARCO CATODICO.,METALMECANICA,4107855
DESARROLLO E INVESTIGACION SA DE CV,SENSOR TOUCH ULTRA-FLEXIBLE A BASE DE NANOTECNOLOGIAS AGNW/GRAFENO,ELECTRONICA,4895674
DRAKON TELECOMMUNICATIONS SA DE CV,SERVICIO DE INFORMACION & RASTREO DE OPERACIONES PETROLERAS EN TIEMPO REAL E HISTORICO A TRAVES DE UNA NUEVA PLATAFORMA DE MULTI-COMUNICACION,TELECOMUNICACIONES,1782000
NATRIUM DE MEXICO SA DE CV,"DISENO Y CONSTRUCCION DE PLANTA PILOTO PARA RECUPERAR PLOMO, PLATA, ORO Y COBRE CONTENIDOS EN MINERALES DE RECUPERACION NO RENTABLE QUE PERMITE MEJORAR LA EFICIENCIA DE EXTRACCION UTILIZANDO UN NUEVO PROCESO RENTABLE Y DE PROTECCION AL AMBIENTE",QUIMICA,3421000
REACH INNOVATION SA DE CV,INSTALACIONES PARA VALIDACION CON CLIENTES BETA DE SISTEMAS DE COLECTORES SOLARES PARABOLICO CILINDRICOS PARA GENERACION DE CALOR DE PROCESO.,ENERGIA,2023940
HABI SERVICIOS SA DE CV,DISENO Y DESARROLLO DE UN PROTOTIPO INNOVADOR EN SOFTWARE AGIL PARA SISTEMAS DINAMICOS ORIENTADOS A REGLAS DE NEGOCIO,TECNOLOGIAS DE LA INFORMACION,2632045
PORCELANITE LAMOSA SA DE CV,REVESTIMIENTOS CERAMICOS CON BAJA EFUSIVIDAD TERMICA PARA LOGRAR CONFORT TERMICO SIMILAR A LA MADERA,CONSTRUCCION,2618549
INDUSTRIAL MINERA MEXICO SA DE CV,PROCESO SUSTENTABLE Y MEJORADO DE FLOTACION PARA LA RECUPERACION DE PLOMO Y PLATA DE RESIDUOS DE UNA REFINERIA DE ZINC,METALURGIA,756300
INDUSTRIAL MINERA MEXICO SA DE CV,"PROCESO MEJORADO PARA EL CONTROL TERMOELECTRICO DE UNA CASA DE CELDAS EN UNA REFINERIA DE ZINC, PARA INCREMENTAR LA EFICIENCIA ENERGETICA DEL PROCESO",METALURGIA,448667
INDUSTRIAL MINERA MEXICO SA DE CV,DESARROLLO DE ROBOTS PARA INNOVACION EN EL AREA DE MOLDEO DE LINGOTES DE ZINC,METALURGIA,1847586
MEXICHEM FLUOR SA DE CV,"TRANSICION SIMBIOTICA A NIVEL PILOTO EXPERIMENTAL CON BASE EN RESIDUOS Y SUBPRODUCTOS DE LA CADENA FLUOR PARA LA OBTENCION DE COMPUESTOS FUNCIONALIZANTES EMPLEADOS EN POLIMEROS, CERAMICOS Y GEOMEJORADORES CON ALTO IMPACTO ECOLOGICO PARA SECTOR INDUSTRIAL",QUIMICA,5459974
RAM SA DE CV,"DESARROLLO DE PLANTA PILOTO PARA LA OBTENCION DE PROTOTIPOS DE TUBERIA CENTRIFUGADA DE ALEACIONES MODIFICADAS TIPO HK, HU, HT PARA APLICACIONES DE ALTA TEMPERATURA.",METALURGIA,8904801
CONTITECH MEXICANA SA DE CV,DESARROLLO DE PIELES ARTIFICIALES PARA LA INDUSTRIA AUTOMOTRIZ MEDIANTE ESTUDIO E INVESTIGACIONES DE PROPIEDADES DE MATERIALES.,AUTOMOTRIZ,2962247
JADE ORE MINING SA DE CV,ESCALAMIENTO A NIVEL PILOTO DEL PROCESO DE PRODUCCION DE MANGANESO METALICO ELECTROLITICO DE ALTA PUREZA,METALURGIA,13280010
YESERA MONTERREY SA,PROCESO REGENERATIVO DE AGUAS RESIDUALES MUNICIPALES EMPLEANDO SULFATO DE CALCIO DIHIDRATADO PARA SUSTITUIR INSUMOS IMPORTADOS,QUIMICA,1315195
GRUPO PINTONE SA DE CV,DESARROLLO DE RECUBRIMIENTO PARA PELICULAS PLASTICAS CON APLICACION EN INVERNADEROS QUE REGULE EL PASO DE LA RADIACION ULTRAVIOLETA,AGROINDUSTRIAL,2531828
CUMMINS S DE RL .DE CV,"REDISENO DE FLUJO DE MATERIALES, DE PROCESO Y DE INFORMACION EN EL NEGOCIO DE REMANUFACTURA DE MOTORES",AUTOMOTRIZ,15754091
PRODUCTOS ALIMENTICIOS TORRES SA DE CV,INVESTIGACION CIENTIFICA PARA EL DESARROLLO DE NUEVA FORMULA QUIMICA Y OBTENER UN NUEVO PRODUCTO: ROMPOPE SIN ALCOHOL.,ALIMENTOS,1041500
EL SURENO INVERNADEROS SPR DE RL DE CV,DISENO Y FABRICACION DE UN PROTOTIPO AUTOMATIZADO PARA LA APLICACION DE OZONO CON FINES DE INOCUIDAD Y CALIDAD  POSCOSECHA DE HORTALIZAS  PARA NUEVO EMPAQUE Y SU TRAZABILIDAD.,ALIMENTOS,7902739
BIOMAR PRODUCTOS MARINOS S DE RL DE CV,DESARROLLO E IMPLEMENTACION DE UNA TECNOLOGIA INNOVADORA Y EFICIENTE PARA LA FABRICACION DE GOMITAS FORMULADAS CON INGREDIENTES FUNCIONALES,ALIMENTOS,3144650
RAM SA DE CV,INTEGRACION DE LA TECNOLOGIA INVESTMENT CASTING EN MEXICO PARA LA PRODUCCION DE PIEZAS EN ACEROS INOXIDABLES DUPLEX QUE DEMANDAN ALTA RESISTENCIA MECANICA Y A LA CORROSION APLICABLES EN TRANSPORTE MASIVO.,METALURGIA,3608677
DATIOTEC ELECTRONICS S DE RL DE CV,DESARROLLO Y VALIDACION DE SISTEMA TECNOLOGICO INTEGRAL PARA LA PRODUCCION DE HORTALIZAS EN CONDICIONES VEGANICAS PARA INVERNADEROS MEXICANOS,AGROINDUSTRIAL,3563920
LEISER S DE RL DE CV,DISENO Y DESARROLLO DE UN VEHICULO AUTONOMO SUSTENTABLE PARA CONTROL Y MONITOREO DE FLUJO DE MATERIAL,MECATRONICA,3624628
PRODUCTOS V Y L SA DE CV,DESARROLLO DE PELICULAS PLASTICAS SUSCEPTIBLES A DESINTEGRACION ESTRUCTURAL Y CONTROL UV PARA EMPAQUE DE  ALIMENTOS,ALIMENTOS,2093125
RAYPP SA DE CV,"DISENO, DESARROLLO Y CONSTRUCCION DE UN PROTOTIPO SINCRONIZADOR UTILIZADO EN LA INTERCONEXION ENTRE UN COGENERADOR DE BAJA POTENCIA Y LA RED ELECTRICA",ENERGIA,2681255
VIRETEC GESTION Y DESARROLLO SA DE CV,DESARROLLO DE UNA PLATAFORMA PARA EL LICENCIAMIENTO Y PRODUCCION DE NANOPARTICULAS Y NANOADITIVOS PARA LA INDUSTRIA AUTOMOTRIZ,QUIMICA,1048606
SOLUCIONES TECNOLOGICAS EN INGENIERIA Y PLANEACION SA DE CV,DISENO Y DESARROLLO MONITOR Y GESTOR ENERGETICO INDUSTRIAL Y RESIDENCIAL,EQUIPO DE MEDICION Y CONTROL,1114250
CUMMINS S DE RL .DE CV,DESARROLLO DE UNA CELDA ROBOTICA PROTOTIPO CONFIGURABLE PARA RECUPERACION DE DIAMETROS INTERIORES UTILIZANDO TECNOLOGIAS DE ROCIADO TERMICO CON PLASMA (CONTINUACION DE PROYECTO),AUTOMOTRIZ,4844631
CANEL'S SA DE CV,"INNOVACION PARA DISMINUCION DE HUELLA ECOLOGICA EN PROCESOS DE CONFITERIA MEDIANTE LA GENERACION DE ENERGIA ELECTRICA, USO DE ENERGIA SOLAR Y RECIRCULACION DE ENERGIA TERMICA (CONENERGIA).",ALIMENTOS,9654677
MEXICANA DE AGUAS SA DE CV,DESARROLLO INNOVADOR DE AEROGENERADOR CON MATERIALES AVANZADOS Y SINCRONIA DE FASES ELECTRICAS,ENERGIA,16936086
KIMPEN SA DE CV,DESARROLLO DE UN ACEITE LUBRICANTE CON NANOADITIVOS PARA BANDAS DE ACERO INOXIDABLE UTILIZADAS EN EL PROCESO DE EMBOTELLADO,QUIMICA,2616842
OLEFINAS S.L.P. SA DE CV,"DESARROLLO DE PELICULA DE POLIETILENO PARA ACOLCHADO AGRICOLA, RECUBIERTA CON HERBICIDA  PARA EL CONTROL DE LA MALEZA COQUILLO.",ALIMENTOS,512200
INDUSTRIAS EN SERVICIOS PLASTICOS SAN LUIS SAPI DE CV,DESARROLLO DE NANOCUBRIMIENTOS PARA MOLDES DE ALTA EFICIENCIA A TRAVEZ DE LA CONSOLIDACION DE UNA AREA ESPECIALIZADA DE DISENO E INNOVACION TECNOLOGICA EN MOLDES Y HERRAMENTALES,METALMECANICA,1523670
UVAS DE ALTURA SA DE CV,PROGRAMA PILOTO PARA EL DESARROLLO DE PRODUCTOS VITIVINICOLAS EN EL NORTE DE SONORA,AGROINDUSTRIAL,2904900
INTEGRADORA AMBIENTAL DEL PACIFICO INAMPA SA DE CV,CONTROL DE COMBUSTIBLE POR INTERFAZ OBDII Y POSICIONAMIENTO GLOBAL USANDO REDES INALAMBRICAS,TECNOLOGIAS DE LA INFORMACION,5474200
TIS CONSULTING GROUP MEXICO SA DE CV,GENERADOR DE MODELOS PREDICTIVOS DE ENGORDA DE GANADO BOVINO A PARTIR DE FACTORES EXTERNOS Y DE COMPORTAMIENTO ASISTIDO POR SISTEMAS RF DE MONITOREO Y SEGUIMIENTO INDIVIDUALIZADO.,TECNOLOGIAS DE LA INFORMACION,4060625
BIOXECO SA DE CV,LINEA DE PRODUCCION PILOTO DE EQUIPO PARA RECICLAMIENTO DE ACEITES Y GRASAS USADOS Y PRODUCCION DE BIODIESEL PARA AUTOCONSUMO,QUIMICA,9348150
ARX TECH S DE RL DE CV,DETECTOR DE VPH Y CANCER CERVICO UTERINO CON AUTO COLECTOR DE CELULAS EPITELIALES DEL CERVIX,SALUD,2084988
BIOSISTEMAS Y SEGURIDAD PRIVADA SA DE CV,"DESARROLLO DE MINI PLANTAS DE PRODUCCION DE OXIGENO MEDICO DE ALTA EFICIENCIA ENERGETICA, CERTIFICABLES ""CE"" CONFORMITE EUROPEENNE.",MAQUINARIA INDUSTRIAL,17195000
DIDCOM SA DE CV,DESARROLLO DE UNA PLATAFORMA UNIFICADA DE UN SISTEMA DISTRIBUIDO CON MODULOS DE CONTROL ELECTRONICO PARA EL SECTOR AUTOTRANSPORTE,TECNOLOGIAS DE LA INFORMACION,7610600
RCR REFRIGERACION SA DE CV,DISENO Y DESARROLLO TECNOLOGICO DE DOS INNOVADORES PRODUCTOS Y PROTOTIPOS MOVILES PARA ENFRIAMIENTO Y CONSERVACION DE ALIMENTOS,MAQUINARIA INDUSTRIAL,4247000
MEXICANA DE COBRE SA DE CV,INCREMENTO EN LA CALIDAD DEL COBRE CATODICO MEDIANTE LA GENERACION DE LODOS ANODICOS DE CARACTERISTICAS OPTIMAS,METALURGIA,786200
MEXICANA DE COBRE SA DE CV,RECUPERACION SUSTENTABLE DE RENIO SOLUBLE PRESENTE EN EFLUENTES DE PROCESOS INDUSTRIALES,METALURGIA,1465800
MEXICANA DE COBRE SA DE CV,"DESARROLLO DE PROCESO DE BIOLIXIVIACION ASISTIDA EN TERREROS, SEGUNDA ETAPA",BIOTECNOLOGIA,3141800
MAEVE CONSULTORES TI SA DE CV,"MODELACION DINAMICA DE MERCADOS Y PERFILACION DE CLIENTES, PARA LA GESTION INTELIGENTE DE RECURSOS Y PROVEEDURIA EN PUNTOS DE VENTA",TECNOLOGIAS DE LA INFORMACION,6261594
GALAZ SCIENCE AND ENGINEERING SA DE CV,DISENO Y DESARROLLO DE PROTOTIPOS DE UN SUJETADOR DE TUBO ENDOTRAQUEAL PEDIATRICO PARA APLICACIONES DE TERAPIA INTENSIVA,SALUD,5875000
INTEPPCO SA DE CV,SISTEMA AUTOMATIZADO CON APROVECHAMIENTO DE ENERGIA RENOVABLE PARA LA PRODUCCION DE SUSTITUTOS ECOLOGICOS Y SUSTENTABLES DE MATERIAS PRIMAS A BASE DE VIDRIO RECICLADO,CONSTRUCCION,6891655
MAQUILAS TETA KAWI SA DE CV,DESARROLLO DE PRIMER TURBINA AEROESPACIAL EN MEXICO 2A. PARTE. DISENO DE PROCESO Y EQUIPO DE FABRICACION DE DISPOSITIVO DE SUMINISTRO DE COMBUSTIBLE PARA TURBINAS DE LA SERIE FJ44.,AEROESPACIAL,13479350
ACUICOLA BOCA SA DE CV,"EVALUACION Y TECNIFICACION DE PROCESOS INNOVADORES EN EL CULTIVO INTENSIVO DE CAMARON, PARA PREVENIR EVENTOS INFECCIOSOS DE ORIGEN BACTERIANO",AGROINDUSTRIAL,8870796
ELECTRO CONTROLES DEL NOROESTE SA DE CV,IMPULSO AL DEPARTAMENTO DE INVESTIGACION Y DESARROLLO PARA ACELERAR LA INNOVACION DE PRODUCTOS ENFOCADOS EN OPTIMIZAR LOS PROCESOS MINERO-METALURGICOS,MINERIA,2194941
PINNACLE SOFTWARE ENGINEERING S DE RL DE CV,SISTEMA PARA CREAR PLANES DE VUELOS Y SU SINCRONIZACION CON LOS INSTRUMENTOS DE AVIONICA MEDIANTE DISPOSITIVOS MOVILES,AEROESPACIAL,393500
PROENGI SA DE CV,"DESARROLLO DE UN SISTEMA EMBEBIDO ESPECIALIZADO PARA EL SECTOR DEL AUTOTRANSPORTE,  PARA ANALISIS DE DEGRADACION DE ACEITE DE MOTOR EN TIEMPO REAL, MEDIANTE  TECNICAS COMBINADAS DE ESPECTROMETRIA Y PROPIEDADES DIELECTRICAS.",ELECTRONICA,2609958
LLAOS ACUACULTURA SA DE CV,PLANTA PILOTO EXPERIMENTAL PARA EVALUACION Y VALIDACION DE PROCESOS INNOVADORES PARA EL MANEJO Y CONTROL DE AGENTES INFECCIOSOS DE ORIGEN VIRAL Y BACTERIANO,AGROINDUSTRIAL,11187327
TECNODI ADVANCE SA DE CV,"DISENO Y CONSTRUCCION DE UN PROTOTIPO DE EJES MULTIPLES PARA MAQUINADOS ESPECIALIZADOS EN COMPONENTES FABRICADOS DE MATERIALES COMPOSITE PARA LA INDUSTRIA AEROESPACIAL, A TRAVES DE LA APLICACION DE TECNICAS DE MANUFACTURA AVANZADA.",AEROESPACIAL,4500000
TECNODI ADVANCE SA DE CV,"DISENO, CONSTRUCCION Y PUESTA EN MARCHA DE UN PROTOTIPO AUTOMATIZADO FLEXIBLE PARA ANALISIS Y CARACTERIZACION NO DESTRUCTIVA DE PROPIEDADES FISICAS ESTRUCTURALES EN COMPONENTES MANUFACTURADOS PARA EL SECTOR INDUSTRIAL AEROESPACIAL, A TRAVES DE LA TECNICA",AEROESPACIAL,8372650
CEPROAL SAPI DE CV,DESARROLLO DE UNA NUEVA PLANTA PILOTO PARA LA PRODUCCION DE ALIMENTOS PREPARADOS SALUDABLES PARA TIENDAS DE AUTOSERVICIO.,ALIMENTOS,7177620
CELULOSA Y CORRUGADOS DE SONORA SA DE CV,DESARROLLO DE TECNOLOGIA PARA LA FABRICACION DE ENVASES POLIGONALES,MAQUINARIA INDUSTRIAL,4254100
YESO INDUSTRIAL DE NAVOJOA SA DE CV,ANALISIS DEL COMPORTAMIENTO DE MICROORGANISMOS CON YESO PAR EL SECTOR  AGRICOLA PARA LA CREACION DE UNA NUEVA LINEA COMERCIAL,AGROINDUSTRIAL,1111800
GLOBAL WATER SA DE CV,DESARROLLO DE INGENIERIA PARA UNA PLANTA PILOTO DESMONTABLE PARA AGUAS SANITARIAS Y ACEITOSAS PROVENIENTES DE LA PERFORACION DE POZOS PETROLEROS PARA SU REUSO,QUIMICA,9125780
GROENPUNT SA DE CV,"PETRONET: SISTEMA INTEGRAL DE COMUNICACION, MONITOREO Y LOCALIZACION EN TIEMPO REAL, PARA UBICACIONES PETROLERAS ESTRATEGICAS.",TELECOMUNICACIONES,8080000
AGROINDUSTRIAS DE PALENQUE SA DE CV,IDT DE PROCESO Y PRUEBAS DE LABORATORIO CON BASE EN APROVECHAMIENTO DE AGUAS DE DESECHO DE LA MOLIENDA QUE INTEGRA LEVADURAS Y MICROALGAS PARA GENERACION DE LIPIDOS Y METABOLITOS SECUNDARIOS,AGROINDUSTRIAL,5569500
LIFESTYLE & TECHNOLOGY SA DE CV,"DESARROLLO DE UN SISTEMA DE ALERTA TEMPRANA DE LOS NIVELES DE CUERPOS DE
AGUA CON MEDICION Y TRANSMISION EN TIEMPO REAL",TECNOLOGIAS DE LA INFORMACION,3189233
GRUPO EDUCARE SA DE CV,DESARROLLO DE PLATAFORMA TECNOLOGICA PARA MONITOREO DE ACTIVIDAD FISICO-ATLETICO PARA EL APRENDIZAJE INTEGRAL Y FOMENTO DE LA SALUD,TECNOLOGIAS DE LA INFORMACION,2110282
PRODUCTORA DE ESPECIES ACUATICAS SA DE CV,"VALIDACION TECNOLOGICA DE PROTOTIPO, PRODUCTO Y PROCESO, PARA FIJACION LARVARIA REMOTA DE OSTION NATIVO C. VIRGINICA EN LOS SISTEMAS COSTEROS LAGUNARES DE TABASCO .",AGROINDUSTRIAL,3685977
DESARROLLO DE TECNOLOGIA DE INFORMACION SA DE CV,DISENO DE LIBROS ELECTRONICOS COMO ARTEFACTOS MEDIADORES DEL APRENDIZAJE A TRAVES DE UNA POSTURA SOCIOCULTURAL.,TECNOLOGIAS DE LA INFORMACION,2354375
GRUPO EDUCARE SA DE CV,MEJORAMIENTO DEL PROTOTIPO DE PORTAL ELECTRONICO PARA EL DESARROLLO PROFESIONAL Y LA CAPACITACION EN LINEA PARA LA GESTION DEL CONOCIMIENTO EMPRESARIAL,SERVICIOS,1524348
POLIPLASTS SA DE CV,MODERNIZACION DE LA CADENA DE VALOR PARA EL CUMPLIMIENTO DE ESTANDARES INTERNACIONALES DE RECICLAJE MANUAL DE PET,PLASTICOS,5002500
AUTOMATIZACION Y SOFTWARE SA DE CV,SISTEMA PARA LA CUANTIFICACION INDIVIDUALIZADA DE CHOFERES DE SISTEMAS DE TRANSPORTE,TECNOLOGIAS DE LA INFORMACION,4042200
PROF TECH SERVICIOS SA DE CV,"DISENO, DESARROLLO Y FABRICACION DE UN BANCO DE PRUEBAS PARA LA CALIBRACION Y REFACCIONAMIENTO DEL SISTEMA DE APERTURA POR SOBREPRESION DE VALVULAS DE SEGURIDAD (PSV) DE USO INDUSTRIAL.",EQUIPO DE MEDICION Y CONTROL,9071246
QUESOS SABROSOS MEXICANOS SA DE CV,INNOVACION TECNOLOGICA PARA EL DESARROLLO DE UNA CAMARA INTELIGENTE DE MADURACION PARA QUESOS DE EXPORTACION,AGROINDUSTRIAL,5155000
INTERCAMBIO MEXICANO DE COMERCIO SA DE CV,OPTIMIZACION DE  DE SECADORES ROTATIVOS,MAQUINARIA INDUSTRIAL,2128064
AGROINDUSTRIAS ROCO'S S DE RL MI,DESARROLLO Y PRUEBAS DE CAMPO DE SEMBRADORA MECANIZADA PARA LA SIEMBRA DE PASTOS FORRAJEROS EN REPRODUCCION POR ESQUEJES DE UNA YEMA,AGROINDUSTRIAL,10894500
DYNASOL ELASTOMEROS SA DE CV,FUNCIONALIZACION DE ELASTOMEROS PARA TECNOLOGIAS SUSTENTABLES,PLASTICOS,3713266
DYNASOL ELASTOMEROS SA DE CV,NUEVOS ELASTOMEROS PARA EL MERCADO DE RESINAS ESTIRENICAS,PLASTICOS,3908214
MEXICHEM FLUOR SA DE CV,"IDTI DE COLUMNA CONCENTRADORA DE ASF3 QUE INTEGRA UN SISTEMA DE DESTILACION  Y CONDENSACION AVANZADO CON MAYOR OBTENCION DE ACIDO FLUORHIDRICO Y PROCESO PATENTABLE PARA TRANSFORMACION DE ASF3 RESIDUAL ANTES CONFINADO, EN AS2O3 DE ALTO VALOR INDUSTRIAL",QUIMICA,7754283
ADVANCED SCIENTIFIC APPLICATIONS DE MEXICO SA DE CV,ESTACION MOVIL DE BOMBEO PARA LA ESTIMULACION DE POZOS GEOTERMICOS Y PETROLEROS,ENERGIA,2897750
BRIGHT FINISHING S DE RL DE CV,"DESARROLLO DE UNA PLANTA PILOTO AUTOMATIZADA PARA EL REVESTIMIENTO ELECTROQUIMICO DE PIEZAS METALICAS A BASE DE ESTANO, APLICADO A PRODUCTOS DE LA INDUSTRIA AUTOMOTRIZ.",QUIMICA,4994000
MASCHINENTECHNIK SA DE CV,"DISENO, DESARROLLO E IMPLEMENTACION DE UN SISTEMA AHORRADOR  DE COMBUSTIBLE GASEOSO,AL ENRIQUECERLO CON HIDROGENO OBTENIDO A BASE DE DESECHOS DE ALUMINIO CON ACIDO CLORHIDRICO",ENERGIA,4982750
HERFLO INVERNA SA DE CV,DESARROLLO E IMPLEMENTACION DE UN SISTEMA DE BIOCLIMA ARTIFIAL CONTROLADO AUTOMATICAMENTE PARA CULTIVO DEL TOMATE HEIRLOOM EN INVERNADEROS MEXICANOS.,AGROINDUSTRIAL,4994000
OASIS AGUA PURIFICADA SA DE CV,PLANTA PILOTO GENERADORA DE OZONO EN BASE A LA APLICACION DE RADIACION DE ONDA CORTA ULTRAVIOLETA PARA LA APLICACION EN LA DESINFECCION DE AGUA EMBOTELLADA.,BIOTECNOLOGIA,4994000
TALLERES IDEAL SA DE CV,SISTEMA PROTOTIPO PARA DIAGNOSTICO POR COMPUTADORA Y MANTENIMIENTO DE UNIDADES AUTOMOTRICES POR MEDIO DE ESCANEO AUTOMATICO DE CODIGO DE BARRAS MULTIBASE CON INTERFAZ INALAMBRICA A TRAVES DE PLACAS DE AUTOMOVILES.,TECNOLOGIAS DE LA INFORMACION,3405000
TECNOLOGIA DE CALIDAD SA DE CV,"IDTI DE SISTEMA PILOTO AGRICOLA CON PRODUCTIVIDAD MUNDIAL DE CULTIVOS DE ALTO MARGEN, CON TECNOLOGIAS PRECURSORAS DE AGUA REGENERADA DADA LA ESCASEZ Y ESTRES EN EL DR25",SERVICIOS,7015583
GENERACION DE ENERGIA RENOVABLE DE MEXICO SA DE CV,E2-OFFICE. DESARROLLO DE UN PAQUETE TECNOLOGICO DE GESTION PARA EL AHORRO ENERGETICO EN OFICINAS ECOEFICIENTES.,ENERGIA,6991708
AGUILA MANTENIMIENTO INDUSTRIAL SA DE CV,DESARROLLO DE SERVICIO  ELECTRONICO TRIDIMENSIONAL DE PLANTAS INDUSTRIALES CON TECNOLOGIA LASER,TECNOLOGIAS DE LA INFORMACION,2292649
SERVICIOS DE URBANIZACION Y MANTENIMIENTO DEL NORESTE SA DE CV,DISENO Y DESAROLLO DE PROTOTIPO DE BLOCKERA PARA LA FABRICACION SUSTENTABLE DE PRODUCTOS DE POLIESTIRENO,CONSTRUCCION,2666025
TALLERES INDUSTRIALES BRANA S DE RLMI,DISENO Y FABRICACION DE PROTOTIPO DE MAQUINA PARA LA ELABORACION DE HILO DE MECHA DE IXTLE DE LECHUGUILLA,MAQUINARIA INDUSTRIAL,3988492
CIVIS TECNOLOGIAS DE LA INFORMACION SA DE CV,DISENO Y CONSTRUCCION DE SISTEMAS AEREOS NO TRIPULADOS PARA APLICACIONES FOTOGRAMETRICAS,TECNOLOGIAS DE LA INFORMACION,2089750
TELEPARTNER S DE RL MI,MODELO OPERATIVO INTEGRAL PARA LA GESTION DE CLINICAS BASADO EN ORDENES MEDICAS,TECNOLOGIAS DE LA INFORMACION,2418030
FABRICACIONES ESPECIALIZADAS DE TLAXCALA SA DE CV,"CONCEPTO INTEGRADO DE CAMARA DE LIMPIEZA POR GRANALLA Y PINTURA; ROBOTIZADA, PARA PIEZAS COMPLEJAS.",METALMECANICA,2113150
METAPOL SA DE CV,"INNOVACION DE PIGMENTOS METALICOS EN BASE AGUA AMIGABLES AL AMBIENTE 
PARA EXPORTACION, CON CONOCIMIENTO NANOTECNOLOGICO",QUIMICA,3375000
COMERCIALIZADORA RUFER SA DE CV,EVALUACION Y DESARROLLO DE PRODUCTOS ALIMENTICIOS PROCESADOS ENRIQUECIDOS CON PROTEINAS DE AMARANTO E ISOFLAVONAS DE SOYA.,ALIMENTOS,1322500
MEXICHEM COMPUESTOS SA DE CV,"INVESTIGACION Y DESARROLLO EXPERIMENTAL DE COMPUESTOS FLEXIBLES DE PVC OPTIMIZANDO EL MECANISMO DE ABSORCION DE PLASTIFICANTES EN RESINAS ORIENTADAS A FORMULACIONES DE ALTA RENTABILIDAD PARA SECTOR ELECTRICO, ELECTRODOMESTICO, CONSTRUCCION Y CALZADO",QUIMICA,8088284
